Acquisition_1,Acquisition_2,Acquisition_3,Acquisition_4,Acquisition_5,Acquisition_6,Acquisition_7,Acquisition_8,Acquisition_9,Acquisition_10,Acquisition_11,Acquisition_12,Acquisition_13,Acquisition_14,Acquisition_15,Acquisition_16,Acquisition_17,Acquisition_18,Acquisition_19,Acquisition_20,Acquisition_21,Acquisition_22,Acquisition_23,Acquisition_24,Acquisition_25
,,,,,,,,,,,,,,,,,,,,,,356895262057.71,36037444590.09,
,,,,,,,,,,,,,,,,,,,,,,357478719208.64,37467782444.41,
,,,,,,,,,,,,,,,,,,,,,,358097134712.66,38986425221.90,
,,,,,,,,,,,,,,,,,,,,,,358750154861.47,40640195975.03,
,,,,,,,,,,,,,,,,,,,,,,359437431326.45,42365591277.10,
,,,,,,,,,,,,,,,,,,,,,,360158621442.81,44157217262.85,
,,,,,,,,,,,,,,,,,,,,,,360913388479.42,46010318612.68,
,,,,,,,,,,,,,,,,,,,,,,361701401893.71,47920722865.38,
,,,,,,,,,,,,,,,,,,,,,,362522337572.02,49884782077.11,
,,,,,,,,,,,,,,,,,,,,,,363375878054.94,51899315464.32,
,,,,,,,,,,,,,,,,,,,,,,364233653021.88,53961555214.00,
,,,,,,,,,,,,,,,,,,,,,,365095632624.31,56069096629.63,
,,,,,,,,,,,,,,,,,,,,,,365923890476.32,58219853103.26,
,,,,,,,,,,,,,,,,,,,,,,366756225172.05,60412015972.67,
,,,,,,,,,,,,,,,,,,,,,,367592609016.50,62644019063.94,
,,,,,,,,,,,,,,,,,,,,,,368422615605.54,64914507577.64,
,,,,,,,,,,,,,,,,,,,,,,369283882673.24,67222310911.35,
,,,,,,,,,,,,,,,,,,,,,,370176124426.64,69566418993.81,
,,,,,,,,,,,,,,,,,,,,,,371099062484.99,71945961717.32,
,,,,,,,,,,,,,,,,,,,,,,372052426021.56,74360191082.33,
,,,,,,,,,,,,,,,,,,,,,,373035951892.14,76808465703.04,
,,,,,,,,,,,,,,,,,,,,,,374049384750.23,79290237360.81,
,,,,,,,,,,,,,,,,,,,,,,375092477149.35,81805039328.79,
,,,,,,,,,,,,,,,,,,,,,,376111056733.86,84352476226.74,
,,,,,,,,,,,,,,,,,,,,,,377159106341.54,86932215196.17,
,,,,,,,,,,,,,,,,,,,,,,378209567650.11,89543978215.12,
,,,,,,,,,,,,,,,,,,,,,,379289169158.09,92187535396.34,
,,,,,,,,,,,,,,,,,,,,,,380371001018.58,94862699134.91,
,,,,,,,,,,,,,,,,,,,,,,381455044250.98,97569318990.20,
,,,,,,,,,,,,,,,,,,,,,,382541280051.32,100307277203.27,
,,,,,,,,,,,,,,,,,,,,,,383629689790.91,103076484764.87,
,,,,,,,,,,,,,,,,,,,,,,384720255014.89,105876877961.42,
,,,,,,,,,,,,,,,,,,,,,,385812957440.78,108734753444.35,
,,,,,,,,,,,,,,,,,,,,,,386907778957.13,111622993049.54,
,,,,,,,,,,,,,,,,,,,,,,388004701622.07,114515640417.98,
,,,,,,,,,,,,,,,,,,,,,,389065252701.83,117410157202.15,
,,,,,,,,,,,,,,,,,,,,,,390127833263.23,120304287589.11,
,,,,,,,,,,,,,,,,,,,,,,391192426765.31,123196025271.14,
,,,,,,,,,,,,,,,,,,,,,,392259016815.59,126083584608.71,
,,,,,,,,,,,,,,,,,,,,,,393353454512.10,128965375451.10,
,,,,,,,,,,,,,,,,,,,,,,394475532600.77,131839981140.44,
,,,,,,,,,,,,,,,,,,,,,,395625052051.12,134706139281.86,
,,,,,,,,,,,,,,,,,,,,,,396801822078.16,137562724915.41,
,,,,,,,,,,,,,,,,,,,,,,397954390098.98,140408735772.42,
,,,,,,,,,,,,,,,,,,,,,,399108491741.99,143243279341.31,
,,,,,,,,,,,,,,,,,,,,,,400225501296.42,146065561504.76,
,,,,,,,,,,,,,,,,,,,,,,401343990575.51,148874876542.52,
,,,,,,,,,,,,,,,,,,,,,,402463947238.76,151670598322.05,
,,,,,,,,,,,,,,,,,,,,,,403585359066.57,154452172523.78,
,,,,,,,,,,,,,,,,,,,,,,404708213959.10,157219109768.35,
,,,,,,,,,,,,,,,,,,,,,,405832499934.98,159970979531.45,
,,,,,,,,,,,,,,,,,,,,,,406958205130.12,162707404747.32,
,,,,,,,,,,,,,,,,,,,,,,408085317796.54,165405725274.67,
,,,,,,,,,,,,,,,,,,,,,,409213826301.10,168088123259.49,
,,,,,,,,,,,,,,,,,,,,,,410343719124.41,170732135270.12,
,,,,,,,,,,,,,,,,,,,,,,411474984859.60,173337707575.61,
,,,,,,,,,,,,,,,,,,,,,,412607612211.17,175904790755.72,
,,,,,,,,,,,,,,,,,,,,,,413741589993.88,178433339279.49,
,,,,,,,,,,,,,,,,,,,,,,414876907131.54,180923311132.38,
,,,,,,,,,,,,,,,,,,,,,,416013552655.94,183374667485.35,
,,,,,,,,,,,,,,,,,,,,,,417151515705.72,185787372400.64,
,,,,,,,,,,,,,,,,,,,,,,418290785525.23,188161392569.58,
,,,,,,,,,,,,,,,,,,,,,,419431351463.48,190518429363.45,
,,,,,,,,,,,,,,,,,,,,,,420573202973.00,192836628386.40,
,,,,,,,,,,,,,,,,,,,,,,421716329608.82,195137618647.26,
,,,,,,,,,,,,,,,,,,,,,,422860721027.34,197421271965.14,
,,,,,,,,,,,,,,,,,,,,,,424006366985.33,199665887568.31,
,,,,,,,,,,,,,,,,,,,,,,425153257338.86,201871453887.37,
,,,,,,,,,,,,,,,,,,,,,,426301382042.23,204037960113.73,
,,,,,,,,,,,,,,,,,,,,,,427450731147.00,206165396138.31,
,,,,,,,,,,,,,,,,,,,,,,428601294800.94,208253752496.11,
,,,,,,,,,,,,,,,,,,,,,,429753063247.02,210303020315.98,
,,,,,,,,,,,,,,,,,,,,,,430906026822.44,212334631900.25,
,,,,,,,,,,,,,,,,,,,,,,432060175957.61,214327097442.73,
,,,,,,,,,,,,,,,,,,,,,,433215501175.18,216280411653.82,
,,,,,,,,,,,,,,,,,,,,,,434371993089.09,218194569564.45,
,,,,,,,,,,,,,,,,,,,,,,435529642403.60,220069566502.96,
,,,,,,,,,,,,,,,,,,,,,,436688439912.33,221905398073.97,
,,,,,,,,,,,,,,,,,,,,,,437848376497.35,223702060138.97,
,,,,,,,,,,,,,,,,,,,,,,439009443128.20,225459548798.64,
,,,,,,,,,,,,,,,,,,,,,,440171630861.03,227177860376.57,
,,,,,,,,,,,,,,,,,,,,,,441334930837.66,228856991404.34,
,,,,,,,,,,,,,,,,,,,,,,442499334284.65,230496938607.78,
,,,,,,,,,,,,,,,,,,,,,,443664832512.48,232097698894.36,
,,,,,,,,,,,,,,,,,,,,,,444831416914.57,233659269341.54,
,,,,,,,,,,,,,,,,,,,,,,445999078966.51,235181647186.04,
,,,,,,,,,,,,,,,,,,,,,,447167810225.11,236664829813.97,
,,,,,,,,,,,,,,,,,,,,,,448337602327.59,238108814751.64,
,,,,,,,,,,,,,,,,,,,,,,449508446990.71,239513599657.13,
,,,,,,,,,,,,,,,,,,,,,,450680336009.97,240879182312.46,
,,,,,,,,,,,,,,,,,,,,,,451853261258.71,242205560616.32,
,,,,,,,,,,,,,,,,,,,,,,453066269540.38,243492732577.38,
,,,,,,,,,,,,,,,,,,,,,,454280310349.36,244740696308.03,
,,,,,,,,,,,,,,,,,,,,,,455518385894.53,245949450018.63,
,,,,,,,,,,,,,,,,,,,,,,456780352295.45,247118992012.09,
,,,,,,,,,,,,,,,,,,,,,,458066073604.45,248249320678.92,
,,,,,,,,,,,,,,,,,,,,,,459375421768.19,249340434492.57,
,,,,,,,,,,,,,,,,,,,,,,460685423708.17,250392332005.11,
,,,,,,,,,,,,,,,,,,,,,,461996073860.25,251483479601.01,
,,,,,,,,,,,,,,,,,,,,,,463307366720.52,252592759397.72,
,,,,,,,,,,,,,,,,,,,,,,464619296844.61,253662841683.88,
,,,,,,,,,,,,,,,,,,,,,,465931858846.84,254751105226.49,
,,,,,,,,,,,,,,,,,,,,,,467245047399.52,255857601047.27,
,,,,,,,,,,,,,,,,,,,,,,468558857232.20,256982393421.51,
,,,,,,,,,,,,,,,,,,,,,,469873283130.95,258125559548.49,
,,,,,,,,,,,,,,,,,,,,,,471188319937.59,259287189216.56,
,,,,,,,,,,,,,,,,,,,,,,472520570202.45,260467384463.30,
,,,,,,,,,,,,,,,,,,,,,,473870156986.71,261666259231.46,
,,,,,,,,,,,,,,,,,,,,,,475220509028.38,262844692005.07,
,,,,,,,,,,,,,,,,,,,,,,476571619820.78,264002813255.07,
,,,,,,,,,,,,,,,,,,,,,,477884341793.60,265140763932.81,
,,,,,,,,,,,,,,,,,,,,,,479197801785.55,266258695349.27,
,,,,,,,,,,,,,,,,,,,,,,480511993743.28,267356769068.15,
,,,,,,,,,,,,,,,,,,,,,,481826911676.14,268455727440.72,
,,,,,,,,,,,,,,,,,,,,,,483142549655.45,269535049093.84,
,,,,,,,,,,,,,,,,,,,,,,484458901813.76,270594914702.02,
,,,,,,,,,,,,,,,,,,,,,,485775962344.08,271635514943.81,
,,,,,,,,,,,,,,,,,,,,,,487093725499.17,272657050442.68,
,,,,,,,,,,,,,,,,,,,,,,488412185590.78,273660902572.77,
,,,,,,,,,,,,,,,,,,,,,,489731336988.99,274646841618.29,
,,,,,,,,,,,,,,,,,,,,,,491051174121.48,275614654475.71,
,,,,,,,,,,,,,,,,,,,,,,492354434341.40,276544107425.51,
,,,,,,,,,,,,,,,,,,,,,,493658289424.73,277435188679.42,
,,,,,,,,,,,,,,,,,,,,,,494962734669.25,278287887354.11,
,,,,,,,,,,,,,,,,,,,,,,496267765420.11,279102193441.78,
,,,,,,,,,,,,,,,,,,,,,,497573377069.25,279878097783.01,
,,,,,,,,,,,,,,,,,,,,,,498879565054.85,280615592041.98,
,,,,,,,,,,,,,,,,,,,,,,500186324860.74,281314668683.65,
,,,,,,,,,,,,,,,,,,,,,,501493652015.95,281975320953.02,
,,,,,,,,,,,,,,,,,,,,,,502801542094.05,282597542856.31,
,,,,,,,,,,,,,,,,,,,,,,504070786359.58,283181329143.89,
,,,,,,,,,,,,,,,,,,,,,,505340580031.13,283726675295.03,
,,,,,,,,,,,,,,,,,,,,,,506610918976.88,284233577504.28,
,,,,,,,,,,,,,,,,,,,,,,507842587744.69,284702032669.48,
,,,,,,,,,,,,,,,,,,,,,,509074789185.50,285132038381.32,
,,,,,,,,,,,,,,,,,,,,,,510307519440.30,285523592914.40,
,,,,,,,,,,,,,,,,,,,,,,511501556817.63,285876695219.78,
,,,,,,,,,,,,,,,,,,,,,,512696111262.56,286191344918.93,
,,,,,,,,,,,,,,,,,,,,,,513891179169.13,286467542299.11,
,,,,,,,,,,,,,,,,,,,,,,515086756963.37,286725576820.02,
,,,,,,,,,,,,,,,,,,,,,,516282841102.87,286965631619.31,
,,,,,,,,,,,,,,,,,,,,,,517479428076.55,287187901930.06,
,,,,,,,,,,,,,,,,,,,,,,518676514404.27,287392595151.61,
,,,,,,,,,,,,,,,,,,,,,,519874096636.53,287579930930.07,
,,,,,,,,,,,,,,,,,,,,,,521072171354.15,287750141248.02,
,,,,,,,,,,,,,,,,,,,,,,522270735167.96,287903470523.23,
,,,,,,,,,,,,,,,,,,,,,,523469784718.45,288040175716.16,
,,,,,,,,,,,,,,,,,,,,,,524669316675.53,288199770886.62,
,,,,,,,,,,,,,,,,,,,,,,525890346651.58,288382525212.16,
,,,,,,,,,,,,,,,,,,,,,,527132783076.26,288588717688.73,
,,,,,,,,,,,,,,,,,,,,,,528396541387.35,288818636874.42,
,,,,,,,,,,,,,,,,,,,,,,529681543982.65,289072580619.92,
,,,,,,,,,,,,,,,,,,,,,,530987720168.27,289350855785.74,
,,,,,,,,,,,,,,,,,,,,,,532315006103.43,289653777946.50,
,,,,,,,,,,,,,,,,,,,,,,533663344741.88,289981671082.49,
,,,,,,,,,,,,,,,,,,,,,,535032685770.07,290334867258.98,
,,,,,,,,,,,,,,,,,,,,,,536422985542.32,290713706293.36,
,,,,,,,,,,,,,,,,,,,,,,537834207012.89,291118535410.70,
,,,,,,,,,,,,,,,,,,,,,,539245476412.80,291549708888.09,
,,,,,,,,,,,,,,,,,,,,,,540656793362.63,292007587688.22,
,,,,,,,,,,,,,,,,,,,,,,542068157486.92,292447749791.68,
,,,,,,,,,,,,,,,,,,,,,,543479568414.12,292914830464.52,
,,,,,,,,,,,,,,,,,,,,,,544891025776.51,293347433537.18,
,,,,,,,,,,,,,,,,,,,,,,546302529210.22,293745580110.64,
,,,,,,,,,,,,,,,,,,,,,,547714078355.09,294109294785.39,
,,,,,,,,,,,,,,,,,,,,,,549086422526.97,294438605666.64,
,,,,,,,,,,,,,,,,,,,,,,550458810943.22,294733544375.55,
,,,,,,,,,,,,,,,,,,,,,,551791992195.95,294994146066.46,
,,,,,,,,,,,,,,,,,,,,,,553085964861.98,295220449450.29,
,,,,,,,,,,,,,,,,,,,,,,554400716675.58,295427957985.63,
,,,,,,,,,,,,,,,,,,,,,,555715493626.94,295600969700.72,
,,,,,,,,,,,,,,,,,,,,,,556991043273.45,295754714736.58,
,,,,,,,,,,,,,,,,,,,,,,558227364633.50,295873780871.11,
,,,,,,,,,,,,,,,,,,,,,,559463709537.11,295973130544.54,
,,,,,,,,,,,,,,,,,,,,,,560660824782.60,296037634520.67,
,,,,,,,,,,,,,,,,,,,,,,561857962745.60,296081992946.83,
,,,,,,,,,,,,,,,,,,,,,,563015869734.59,296091353109.35,
,,,,,,,,,,,,,,,,,,,,,,564173798652.93,296080158063.86,
,,,,,,,,,,,,,,,,,,,,,,565292495334.28,296033825446.88,
,,,,,,,,,,,,,,,,,,,,,,566371958929.26,295966546219.29,
,,,,,,,,,,,,,,,,,,,,,,567412188611.84,295864002477.73,
,,,,,,,,,,,,,,,,,,,,,,568413183578.48,295740137883.39,
,,,,,,,,,,,,,,,,,,,,,,569374943047.45,295580893376.95,
,,,,,,,,,,,,,,,,,,,,,,570297466258.03,295399969915.48,
,,,,,,,,,,,,,,,,,,,,,,571180752469.85,295183561933.79,
,,,,,,,,,,,,,,,,,,,,,,572024800962.21,294945132083.31,
,,,,,,,,,,,,,,,,,,,,,,572829611033.40,294671123201.90,
,,,,,,,,,,,,,,,,,,,,,,573595182000.15,294374763838.95,
,,,,,,,,,,,,,,,,,,,,,,574321513196.97,294055779509.20,
,,,,,,,,,,,,,,,,,,,,,,575008603975.61,293700975877.16,
,,,,,,,,,,,,,,,,,,,,,,575656453704.47,293323243981.29,
,,,,,,,,,,,,,,,,,,,,,,576265061768.12,292909621439.00,
,,,,,,,,,,,,,,,,,,,,,,576834427566.78,292472779492.04,
,,,,,,,,,,,,,,,,,,,,,,577364550515.78,291999983411.70,
,,,,,,,,,,,,,,,,,,,,,,577855430045.16,291542154574.33,
,,,,,,,,,,,,,,,,,,,,,,578307065599.16,291098985009.09,
,,,,,,,,,,,,,,,,,,,,,,578719456635.81,290670178539.86,
,,,,,,,,,,,,,,,,,,,,,,579092602626.50,290255451023.38,
,,,,,,,,,,,,,,,,,,,,,,579426503055.56,289854530577.68,
,,,,,,,,,,,,,,,,,,,,,,579721157419.91,289443345509.32,
,,,,,,,,,,,,,,,,,,,,,,579976565228.64,289045799375.43,
,,,,,,,,,,,,,,,,,,,,,,580192726002.67,288661630874.47,
,,,,,,,,,,,,,,,,,,,,,,580369639274.39,288290591478.76,
,,,,,,,,,,,,,,,,,,,,,,580507304587.32,287932445634.10,
,,,,,,,,,,,,,,,,,,,,,,580605721495.80,287586970950.03,
,,,,,,,,,,,,,,,,,,,,,,580664889564.66,287231099757.39,
,,,,,,,,,,,,,,,,,,,,,,580724067478.13,286887760782.57,
,,,,,,,,,,,,,,,,,,,,,,580783255233.67,286556743691.43,
,,,,,,,,,,,,,,,,,,,,,,580842452828.73,286237851735.75,
,,,,,,,,,,,,,,,,,,,,,,580901660260.75,285930901915.95,
,,,,,,,,,,,,,,,,,,,,,,580960877527.20,285635725135.02,
,,,,,,,,,,,,,,,,,,,,,,581020104625.53,285352166343.51,
,,,,,,,,,,,,,,,,,,,,,,581079341553.20,285030907159.52,
,,,,,,,,,,,,,,,,,,,,,,581099328238.73,284671985190.82,
,,,,,,,,,,,,,,,,,,,,,,581100554371.14,284275439530.17,
,,,,,,,,,,,,,,,,,,,,,,581083012309.22,283841310816.54,
,,,,,,,,,,,,,,,,,,,,,,581046700555.40,283407743880.24,
,,,,,,,,,,,,,,,,,,,,,,580991623756.23,282936652164.00,
,,,,,,,,,,,,,,,,,,,,,,580975812426.30,282428079974.35,
,,,,,,,,,,,,,,,,,,,,,,580980509859.88,281882073387.78,
,,,,,,,,,,,,,,,,,,,,,,580985221453.63,281298680328.14,
,,,,,,,,,,,,,,,,,,,,,,580971203915.89,280677950648.46,
,,,,,,,,,,,,,,,,,,,,,,580938479984.78,280019936217.65,
,,,,,,,,,,,,,,,,,,,,,,580885265721.31,279324691012.15,
,,,,,,,,,,,,,,,,,,,,,,580813362870.58,278657898308.30,
,,,,,,,,,,,,,,,,,,,,,,580722800544.32,278019715279.07,
,,,,,,,,,,,,,,,,,,,,,,580613614040.26,277392737382.82,
,,,,,,,,,,,,,,,,,,,,,,580523196649.96,276804567426.84,
,,,,,,,,,,,,,,,,,,,,,,580414180743.76,276207198839.94,
,,,,,,,,,,,,,,,,,,,,,,580286607866.25,275638736974.26,
,,,,,,,,,,,,,,,,,,,,,,580140525790.31,275081289718.88,
,,,,,,,,,,,,,,,,,,,,,,579975988539.33,274534649210.31,
,,,,,,,,,,,,,,,,,,,,,,579793056412.18,273998621521.36,
,,,,,,,,,,,,,,,,,,,,,,579591796011.41,273473026876.40,
,,,,,,,,,,,,,,,,,,,,,,579372280274.20,272957699859.58,
,,,,,,,,,,,,,,,,,,,,,,579134588506.46,272452489616.25,
,,,,,,,,,,,,,,,,,,,,,,578878806419.85,271957260047.41,
,,,,,,,,,,,,,,,,,,,,,,578605026171.78,271471889997.44,
,,,,,,,,,,,,,,,,,,,,,,578313346408.44,270996273434.99,
,,,,,,,,,,,,,,,,,,,,,,578003872310.75,270530319627.06,
,,,,,,,,,,,,,,,,,,,,,,577676715643.41,270073953306.38,
,,,,,,,,,,,,,,,,,,,,,,577331994806.83,269627114831.85,
,,,,,,,,,,,,,,,,,,,,,,576969834892.13,269189760342.23,
,,,,,,,,,,,,,,,,,,,,,,576590367739.10,268761861902.76,
,,,,,,,,,,,,,,,,,,,,,,576193731997.14,268343407644.87,
,,,,,,,,,,,,,,,,,,,,,,575798181611.19,267934401898.56,
,,,,,,,,,,,,,,,,,,,,,,575382549583.90,267534865317.62,
,,,,,,,,,,,,,,,,,,,,,,574946707188.42,267097614488.87,
,,,,,,,,,,,,,,,,,,,,,,574490531238.29,266622640283.13,
,,,,,,,,,,,,,,,,,,,,,,574013904064.95,266109934851.46,
,,,,,,,,,,,,,,,,,,,,,,573516713497.89,265559491625.49,
,,,,,,,,,,,,,,,,,,,,,,573059432900.09,264971305320.45,
,,,,,,,,,,,,,,,,,,,,,,572581443528.22,264345371941.01,
,,,,,,,,,,,,,,,,,,,,,,572082644272.87,263681688789.91,
,,,,,,,,,,,,,,,,,,,,,,571562939502.31,262980254479.61,
,,,,,,,,,,,,,,,,,,,,,,571022239051.43,262241068946.83,
,,,,,,,,,,,,,,,,,,,,,,570460458213.56,261464133470.24,
,,,,,,,,,,,,,,,,,,,,,,569938265416.53,260649450691.37,
,,,,,,,,,,,,,,,,,,,,,,569455656281.34,259797024638.81,
,,,,,,,,,,,,,,,,,,,,,,569012626283.92,258906860755.97,
,,,,,,,,,,,,,,,,,,,,,,568609170757.72,258016709440.66,
,,,,,,,,,,,,,,,,,,,,,,568245284896.41,257126570804.51,
,,,,,,,,,,,,,,,,,,,,,,567920963756.68,256274184323.85,
,,,,,,,,,,,,,,,,,,,,,,567636202261.30,255459544520.88,
,,,,,,,,,,,,,,,,,,,,,,567390995202.22,254682647232.62,
,,,,,,,,,,,,,,,,,,,,,,567185337243.94,253934042873.39,
,,,,,,,,,,,,,,,,,,,,,,567019222926.89,253213747452.64,
,,,,,,,,,,,,,,,,,,,,,,566892646671.06,252484058880.74,
,,,,,,,,,,,,,,,,,,,,,,566805602779.67,251745029811.22,
,,,,,,,,,,,,,,,,,,,,,,566758085443.08,250996730902.89,
,,,,,,,,,,,,,,,,,,,,,,566750088742.66,250239251112.02,
,,,,,,,,,,,,,,,,,,,,,,566781606654.97,249472697999.67,
,,,,,,,,,,,,,,,,,,,,,,566852633055.86,248697198054.47,
,,,,,,,,,,,,,,,,,,,,,,566963161724.85,247893615274.49,
,,,,,,,,,,,,,,,,,,,,,,567113186349.44,247090358005.77,
,,,,,,,,,,,,,,,,,,,,,,567302700529.67,246278325218.07,
,,,,,,,,,,,,,,,,,,,,,,567531697782.62,245457671250.83,
,,,,,,,,,,,,,,,,,,,,,,567800171547.10,244628570504.03,
,,,,,,,,,,,,,,,,,,,,,,568108115188.38,243771472342.99,
,,,,,,,,,,,,,,,,,,,,,,568455522002.89,242943661921.39,
,,,,,,,,,,,,,,,,,,,,,,568842385223.17,242116528973.45,
,,,,,,,,,,,,,,,,,,,,,,569229536558.62,241290080436.00,
,,,,,,,,,,,,,,,,,,,,,,569656134768.30,240464323335.61,
,,,,,,,,,,,,,,,,,,,,,,570122172922.87,239639264790.00,
,,,,,,,,,,,,,,,,,,,,,,570627644045.14,238814912009.40,
,,,,,,,,,,,,,,,,,,,,,,571172541115.10,237999743531.72,
,,,,,,,,,,,,,,,,,,,,,,571756857074.94,237193584650.30,
,,,,,,,,,,,,,,,,,,,,,,572380584834.10,236396276807.90,
,,,,,,,,,,,,,,,,,,,,,,573043717274.33,235607677933.11,
,,,,,,,,,,,,,,,,,,,,,,573684787180.55,234827662773.35,
,,,,,,,,,,,,,,,,,,,,,,574303734839.07,234056123224.47,
,,,,,,,,,,,,,,,,,,,,,,574900506293.37,233292968656.99,
,,,,,,,,,,,,,,,,,,,,,,575475053292.38,232538126238.83,
,,,,,,,,,,,,,,,,,,,,,,576027333242.31,231775142398.43,
,,,,,,,,,,,,,,,,,,,,,,576557309162.04,231004092845.21,
,,,,,,,,,,,,,,,,,,,,,,577064949642.01,230225073545.08,
,,,,,,,,,,,,,,,,,,,,,,577550228806.48,229438201094.40,
,,,,,,,,,,,,,,,,,,,,,,578013126279.25,228643613111.71,
,,,,,,,,,,,,,,,,,,,,,,578453627152.73,227841468647.76,
,,,,,,,,,,,,,,,,,,,,,,578871721960.26,227031948614.00,
,,,,,,,,,,,,,,,,,,,,,,579267406651.81,226215256229.84,
,,,,,,,,,,,,,,,,,,,,,,579640682572.85,225391617488.76,
,,,,,,,,,,,,,,,,,,,,,,579991556446.50,224561281643.41,
,,,,,,,,,,,,,,,,,,,,,,580320040358.78,223724521709.70,
,,,,,,,,,,,,,,,,,,,,,,580687679460.83,222881634989.65,
,,,,,,,,,,,,,,,,,,,,,,581094475535.42,222032943612.96,
,,,,,,,,,,,,,,,,,,,,,,581540430407.10,221178795096.81,
,,,,,,,,,,,,,,,,,,,,,,582025545940.84,220319562923.54,
,,,,,,,,,,,,,,,,,,,,,,582549824040.59,219492609467.60,
,,,,,,,,,,,,,,,,,,,,,,583113266647.88,218698219268.27,
,,,,,,,,,,,,,,,,,,,,,,583715875740.30,217936687732.38,
,,,,,,,,,,,,,,,,,,,,,,584296167701.69,217208320888.18,
,,,,,,,,,,,,,,,,,,,,,,584854168770.26,216513435105.38,
,,,,,,,,,,,,,,,,,,,,,,585389910440.75,215852356781.18,
,,,,,,,,,,,,,,,,,,,,,,585903429451.40,215225421991.84,
,,,,,,,,,,,,,,,,,,,,,,586394767773.88,214632976109.66,
,,,,,,,,,,,,,,,,,,,,,,586908520930.49,214075373385.40,
,,,,,,,,,,,,,,,,,,,,,,587400122656.24,213552976496.28,
,,,,,,,,,,,,,,,,,,,,,,587869620025.65,213066156060.02,
,,,,,,,,,,,,,,,,,,,,,,588317065333.62,212615290115.36,
,,,,,,,,,,,,,,,,,,,,,,588742516094.16,212200763569.96,
,,,,,,,,,,,,,,,,,,,,,,589146035042.09,211822967616.59,
,,,,,,,,,,,,,,,,,,,,,,589527690137.59,211482299118.88,
,,,,,,,,,,,,,,,,,,,,,,589887554573.54,211179159967.94,
,,,,,,,,,,,,,,,,,,,,,,590225706785.65,210886395112.79,
,,,,,,,,,,,,,,,,,,,,,,590542230465.39,210603414885.28,
,,,,,,,,,,,,,,,,,,,,,,590837214575.65,210329647023.42,
,,,,,,,,,,,,,,,,,,,,,,591110753369.09,210064537047.62,
,,,,,,,,,,,,,,,,,,,,,,591362946409.20,209807548612.98,
,,,,,,,,,,,,,,,,,,,,,,591637767682.58,209558163838.97,
,,,,,,,,,,,,,,,,,,,,,,591935115944.35,209315883617.50,
,,,,,,,,,,,,,,,,,,,,,,592254895386.53,209080227900.61,
,,,,,,,,,,,,,,,,,,,,,,592597015660.75,208812644687.50,
,,,,,,,,,,,,,,,,,,,,,,592961391897.61,208548598897.79,
,,,,,,,,,,,,,,,,,,,,,,593347944722.82,208288103955.24,
,,,,,,,,,,,,,,,,,,,,,,593756600270.04,208031173169.69,
,,,,,,,,,,,,,,,,,,,,,,594187290190.46,207777819734.09,
,,,,,,,,,,,,,,,,,,,,,,594639951659.23,207528056721.44,
,,,,,,,,,,,,,,,,,,,,,,595114527378.69,207281897081.89,
,,,,,,,,,,,,,,,,,,,,,,595567566347.38,207039353639.67,
,,,,,,,,,,,,,,,,,,,,,,595999124832.07,206800439090.12,
,,,,,,,,,,,,,,,,,,,,,,596409264370.66,206566472446.34,
,,,,,,,,,,,,,,,,,,,,,,596798051775.18,206301264732.61,
,,,,,,,,,,,,,,,,,,,,,,597165559137.65,206040542206.32,
,,,,,,,,,,,,,,,,,,,,,,597511863838.56,205783854070.71,
,,,,,,,,,,,,,,,,,,,,,,597837048558.17,205530769535.64,
,,,,,,,,,,,,,,,,,,,,,,598141201290.36,205280878023.08,
,,,,,,,,,,,,,,,,,,,,,,598424415359.22,205033789360.04,
,,,,,,,,,,,,,,,,,,,,,,598686789438.21,204788807613.09,
,,,,,,,,,,,,,,,,,,,,,,598928427571.88,204546140346.75,
,,,,,,,,,,,,,,,,,,,,,,599149439200.27,204305437828.50,
,,,,,,,,,,,,,,,,,,,,,,599349939185.77,204066371288.00,
,,,,,,,,,,,,,,,,,,,,,,599533405692.51,203828633070.12,
,,,,,,,,,,,,,,,,,,,,,,599696433057.16,203591936781.35,
,,,,,,,,,,,,,,,,,,,,,,599839141486.31,203356017430.98,
,,,,,,,,,,,,,,,,,,,,,,600003993948.19,203120631567.76,
,,,,,,,,,,,,,,,,,,,,,,600148608524.21,202885557413.10,
,,,,,,,,,,,,,,,,,,,,,,600273111017.47,202650594991.67,
,,,,,,,,,,,,,,,,,,,,,,600377632804.79,202415566260.19,
,,,,,,,,,,,,,,,,,,,,,,600504295927.62,202147186476.91,
,,,,,,,,,,,,,,,,,,,,,,600611066995.17,201878581260.78,
,,,,,,,,,,,,,,,,,,,,,,600700643360.51,201610290746.96,
,,,,,,,,,,,,,,,,,,,,,,600772886555.10,201341581222.00,
,,,,,,,,,,,,,,,,,,,,,,600827664385.42,201072328918.47,
,,,,,,,,,,,,,,,,,,,,,,600864850890.93,200802432446.03,
,,,,,,,,,,,,,,,,,,,,,,600884326304.51,200566222945.16,
,,,,,,,,,,,,,,,,,,,,,,600885977015.34,200329246751.99,
,,,,,,,,,,,,,,,,,,,,,,600869695534.32,200091459400.01,
,,,,,,,,,,,,,,,,,,,,,,600835380462.04,199853678810.89,
,,,,,,,,,,,,,,,,,,,,,,600782936459.19,199650334372.42,
,,,,,,,,,,,,,,,,,,,,,,600712274219.68,199412570863.47,
,,,,,,,,,,,,,,,,,,,,,,600623310446.17,199209252324.40,
