Acquisition_1,Acquisition_2,Acquisition_3,Acquisition_4,Acquisition_5,Acquisition_6,Acquisition_7,Acquisition_8,Acquisition_9,Acquisition_10,Acquisition_11,Acquisition_12,Acquisition_13,Acquisition_14,Acquisition_15,Acquisition_16,Acquisition_17,Acquisition_18,Acquisition_19,Acquisition_20,Acquisition_21,Acquisition_22,Acquisition_23,Acquisition_24,Acquisition_25
,,,,,,,,,,,,,,,,,,,,,,834948032858.93,60601460762.71,
,,,,,,,,,,,,,,,,,,,,,,833320606715.20,60378920743.75,
,,,,,,,,,,,,,,,,,,,,,,831662536856.58,60138519978.66,
,,,,,,,,,,,,,,,,,,,,,,829973850885.36,59881497760.60,
,,,,,,,,,,,,,,,,,,,,,,828316012644.24,59609177760.83,
,,,,,,,,,,,,,,,,,,,,,,826688995645.04,59322973408.23,
,,,,,,,,,,,,,,,,,,,,,,825067934368.23,59054910373.98,
,,,,,,,,,,,,,,,,,,,,,,823477688224.05,58805236750.13,
,,,,,,,,,,,,,,,,,,,,,,821881660509.10,58574187693.80,
,,,,,,,,,,,,,,,,,,,,,,820279814840.67,58361984405.06,
,,,,,,,,,,,,,,,,,,,,,,818672120079.18,58168833137.53,
,,,,,,,,,,,,,,,,,,,,,,817058550377.36,57994924251.29,
,,,,,,,,,,,,,,,,,,,,,,815439085230.59,57840431317.64,
,,,,,,,,,,,,,,,,,,,,,,813783048553.90,57705510284.91,
,,,,,,,,,,,,,,,,,,,,,,812121094160.25,57590298714.47,
,,,,,,,,,,,,,,,,,,,,,,810453214375.47,57494915095.30,
,,,,,,,,,,,,,,,,,,,,,,808779407052.56,57419458244.84,
,,,,,,,,,,,,,,,,,,,,,,807099675628.57,57364006803.25,
,,,,,,,,,,,,,,,,,,,,,,805450610860.46,57353023065.01,
,,,,,,,,,,,,,,,,,,,,,,803832220789.96,57384853642.06,
,,,,,,,,,,,,,,,,,,,,,,802244515772.60,57457831118.17,
,,,,,,,,,,,,,,,,,,,,,,800687508497.08,57570286244.52,
,,,,,,,,,,,,,,,,,,,,,,799161214003.65,57720559609.11,
,,,,,,,,,,,,,,,,,,,,,,797665649701.20,57907012617.80,
,,,,,,,,,,,,,,,,,,,,,,796200835383.27,58128037657.91,
,,,,,,,,,,,,,,,,,,,,,,794766793242.88,58382067348.88,
,,,,,,,,,,,,,,,,,,,,,,793363547885.97,58628321008.13,
,,,,,,,,,,,,,,,,,,,,,,791991126343.79,58865310106.43,
,,,,,,,,,,,,,,,,,,,,,,790649558083.83,59091644368.92,
,,,,,,,,,,,,,,,,,,,,,,789338875019.48,59306027488.78,
,,,,,,,,,,,,,,,,,,,,,,788059111518.38,59507252888.02,
,,,,,,,,,,,,,,,,,,,,,,786810304409.36,59694199577.81,
,,,,,,,,,,,,,,,,,,,,,,785592492987.94,59865828159.21,
,,,,,,,,,,,,,,,,,,,,,,784405719020.51,60021176996.91,
,,,,,,,,,,,,,,,,,,,,,,783188404935.47,60159358590.75,
,,,,,,,,,,,,,,,,,,,,,,781940511029.48,60262185282.09,
,,,,,,,,,,,,,,,,,,,,,,780661999682.63,60351792965.25,
,,,,,,,,,,,,,,,,,,,,,,779352835360.45,60423440286.73,
,,,,,,,,,,,,,,,,,,,,,,778012984616.99,60482469790.68,
,,,,,,,,,,,,,,,,,,,,,,776704152276.60,60529783938.35,
,,,,,,,,,,,,,,,,,,,,,,775426373716.95,60566351608.07,
,,,,,,,,,,,,,,,,,,,,,,774179686791.25,60593209626.48,
,,,,,,,,,,,,,,,,,,,,,,772964131833.45,60611464307.33,
,,,,,,,,,,,,,,,,,,,,,,771779751662.02,60622292962.27,
,,,,,,,,,,,,,,,,,,,,,,770626591582.27,60626945343.37,
,,,,,,,,,,,,,,,,,,,,,,769442791939.33,60626744972.99,
,,,,,,,,,,,,,,,,,,,,,,768228309839.06,60661725261.91,
,,,,,,,,,,,,,,,,,,,,,,766983104470.33,60707238548.36,
,,,,,,,,,,,,,,,,,,,,,,765707137105.21,60763261176.37,
,,,,,,,,,,,,,,,,,,,,,,764400371100.30,60856351720.21,
,,,,,,,,,,,,,,,,,,,,,,763062771899.46,60960653522.64,
,,,,,,,,,,,,,,,,,,,,,,761694307037.66,61086831709.50,
,,,,,,,,,,,,,,,,,,,,,,760294946146.24,61223106045.21,
,,,,,,,,,,,,,,,,,,,,,,758864660959.47,61379184893.98,
,,,,,,,,,,,,,,,,,,,,,,757403425322.40,61553615458.27,
,,,,,,,,,,,,,,,,,,,,,,755911215200.14,61745019032.63,
,,,,,,,,,,,,,,,,,,,,,,754388008688.55,61952093899.53,
,,,,,,,,,,,,,,,,,,,,,,752833786026.30,62173617569.68,
,,,,,,,,,,,,,,,,,,,,,,751248529608.49,62408448425.44,
,,,,,,,,,,,,,,,,,,,,,,749632224001.67,62655526827.17,
,,,,,,,,,,,,,,,,,,,,,,747984855960.47,62913875742.24,
,,,,,,,,,,,,,,,,,,,,,,746368594705.84,63168640469.23,
,,,,,,,,,,,,,,,,,,,,,,744721263075.79,63420690312.56,
,,,,,,,,,,,,,,,,,,,,,,743042849935.21,63670953051.09,
,,,,,,,,,,,,,,,,,,,,,,741333346381.99,63920414107.80,
,,,,,,,,,,,,,,,,,,,,,,739592745768.55,64170115620.03,
,,,,,,,,,,,,,,,,,,,,,,737821043725.23,64421155382.22,
,,,,,,,,,,,,,,,,,,,,,,736018238185.34,64674685632.78,
,,,,,,,,,,,,,,,,,,,,,,734184329412.06,64931911657.10,
,,,,,,,,,,,,,,,,,,,,,,732319320027.25,65194090179.35,
,,,,,,,,,,,,,,,,,,,,,,730423215042.17,65462527516.80,
,,,,,,,,,,,,,,,,,,,,,,728496021890.21,65738577472.04,
,,,,,,,,,,,,,,,,,,,,,,726537750461.66,66028094243.05,
,,,,,,,,,,,,,,,,,,,,,,724548413140.62,66329483821.11,
,,,,,,,,,,,,,,,,,,,,,,722528024844.16,66641243512.57,
,,,,,,,,,,,,,,,,,,,,,,720476603063.67,66961962389.88,
,,,,,,,,,,,,,,,,,,,,,,718394167908.66,67323492987.19,
,,,,,,,,,,,,,,,,,,,,,,716317088144.12,67692407000.68,
,,,,,,,,,,,,,,,,,,,,,,714203750544.77,68068584396.23,
,,,,,,,,,,,,,,,,,,,,,,712054140471.20,68451905440.69,
,,,,,,,,,,,,,,,,,,,,,,709868244066.38,68842250818.90,
,,,,,,,,,,,,,,,,,,,,,,707646048260.48,69239501744.20,
,,,,,,,,,,,,,,,,,,,,,,705460279315.92,69643540062.48,
,,,,,,,,,,,,,,,,,,,,,,703238203270.53,70054248349.64,
,,,,,,,,,,,,,,,,,,,,,,701010812879.55,70471510002.85,
,,,,,,,,,,,,,,,,,,,,,,698778080707.76,70895209325.48,
,,,,,,,,,,,,,,,,,,,,,,696539985488.18,71328586740.11,
,,,,,,,,,,,,,,,,,,,,,,694296512219.58,71772680446.61,
,,,,,,,,,,,,,,,,,,,,,,692047652266.69,72228562697.57,
,,,,,,,,,,,,,,,,,,,,,,689793403463.00,72697337095.96,
,,,,,,,,,,,,,,,,,,,,,,687533770216.45,73180135755.30,
,,,,,,,,,,,,,,,,,,,,,,685268763617.84,73678116322.55,
,,,,,,,,,,,,,,,,,,,,,,682998401552.33,74192458866.77,
,,,,,,,,,,,,,,,,,,,,,,680722708813.85,74681074760.97,
,,,,,,,,,,,,,,,,,,,,,,678441717222.67,75180198627.72,
,,,,,,,,,,,,,,,,,,,,,,676155465746.12,75682244268.92,
,,,,,,,,,,,,,,,,,,,,,,673864000622.65,76185737451.31,
,,,,,,,,,,,,,,,,,,,,,,671567375489.18,76689302825.05,
,,,,,,,,,,,,,,,,,,,,,,669265651511.90,77191660842.98,
,,,,,,,,,,,,,,,,,,,,,,666958897520.67,77691624570.24,
,,,,,,,,,,,,,,,,,,,,,,664683509395.64,78188096442.79,
,,,,,,,,,,,,,,,,,,,,,,662439538670.32,78651760938.43,
,,,,,,,,,,,,,,,,,,,,,,660227040106.20,79110376275.14,
,,,,,,,,,,,,,,,,,,,,,,658051204725.39,79563051415.99,
,,,,,,,,,,,,,,,,,,,,,,655906897883.96,80046913472.40,
,,,,,,,,,,,,,,,,,,,,,,653794179299.01,80544241422.17,
,,,,,,,,,,,,,,,,,,,,,,651713111973.66,81006951366.10,
,,,,,,,,,,,,,,,,,,,,,,649663762219.78,81434799382.51,
,,,,,,,,,,,,,,,,,,,,,,647646199678.69,81827558845.97,
,,,,,,,,,,,,,,,,,,,,,,645660497339.82,82185019012.83,
,,,,,,,,,,,,,,,,,,,,,,643706731557.01,82506983744.46,
,,,,,,,,,,,,,,,,,,,,,,641784982062.67,82793270353.55,
,,,,,,,,,,,,,,,,,,,,,,639895331979.49,83043708560.57,
,,,,,,,,,,,,,,,,,,,,,,638037867829.72,83258139549.15,
,,,,,,,,,,,,,,,,,,,,,,636212679541.97,83436415110.27,
,,,,,,,,,,,,,,,,,,,,,,634419860455.38,83604340828.80,
,,,,,,,,,,,,,,,,,,,,,,632659507321.10,83761381069.99,
,,,,,,,,,,,,,,,,,,,,,,630931720301.11,83907055251.59,
,,,,,,,,,,,,,,,,,,,,,,629173535407.55,84040936694.92,
,,,,,,,,,,,,,,,,,,,,,,627447997049.56,84137128680.60,
,,,,,,,,,,,,,,,,,,,,,,625755209685.66,84195558220.26,
,,,,,,,,,,,,,,,,,,,,,,624095281175.82,84216156737.01,
,,,,,,,,,,,,,,,,,,,,,,622468322770.82,84198859742.28,
,,,,,,,,,,,,,,,,,,,,,,620874449098.64,84143606540.69,
,,,,,,,,,,,,,,,,,,,,,,619313778147.65,84127769747.50,
,,,,,,,,,,,,,,,,,,,,,,617786431246.69,84151408946.09,
,,,,,,,,,,,,,,,,,,,,,,616292533041.84,84214583139.50,
,,,,,,,,,,,,,,,,,,,,,,614832211469.99,84317350474.86,
,,,,,,,,,,,,,,,,,,,,,,613405597728.97,84459767974.17,
,,,,,,,,,,,,,,,,,,,,,,612012826244.33,84641891274.24,
,,,,,,,,,,,,,,,,,,,,,,610654034632.74,84839300338.25,
,,,,,,,,,,,,,,,,,,,,,,609329363661.82,85076742625.67,
,,,,,,,,,,,,,,,,,,,,,,608038957206.52,85291162037.83,
,,,,,,,,,,,,,,,,,,,,,,606782962201.99,85545926471.28,
,,,,,,,,,,,,,,,,,,,,,,605561528592.85,85802163691.60,
,,,,,,,,,,,,,,,,,,,,,,604374809278.87,86059860552.54,
,,,,,,,,,,,,,,,,,,,,,,603222960057.15,86319003990.38,
,,,,,,,,,,,,,,,,,,,,,,602106139560.58,86579581024.89,
,,,,,,,,,,,,,,,,,,,,,,600995277497.16,86841578760.22,
,,,,,,,,,,,,,,,,,,,,,,599890140653.26,87120685334.43,
,,,,,,,,,,,,,,,,,,,,,,598790501652.51,87401488765.70,
,,,,,,,,,,,,,,,,,,,,,,597696139031.13,87683972761.58,
,,,,,,,,,,,,,,,,,,,,,,596606837312.41,87968121142.00,
,,,,,,,,,,,,,,,,,,,,,,595522387080.44,88253917840.50,
,,,,,,,,,,,,,,,,,,,,,,594407318602.06,88541346905.43,
,,,,,,,,,,,,,,,,,,,,,,593261524748.92,88830392501.07,
,,,,,,,,,,,,,,,,,,,,,,592084900606.96,89121038908.60,
,,,,,,,,,,,,,,,,,,,,,,590877343443.24,89396340297.89,
,,,,,,,,,,,,,,,,,,,,,,589638752673.89,89655879436.62,
,,,,,,,,,,,,,,,,,,,,,,588369029833.19,89899287232.10,
,,,,,,,,,,,,,,,,,,,,,,587068078543.82,90126241386.12,
,,,,,,,,,,,,,,,,,,,,,,585735804488.14,90336465183.96,
,,,,,,,,,,,,,,,,,,,,,,584372115380.67,90529726416.65,
,,,,,,,,,,,,,,,,,,,,,,582976920941.66,90705836434.45,
,,,,,,,,,,,,,,,,,,,,,,581550132871.75,90864649329.99,
,,,,,,,,,,,,,,,,,,,,,,580091664827.77,91006061248.83,
,,,,,,,,,,,,,,,,,,,,,,578601432399.65,91147504952.60,
,,,,,,,,,,,,,,,,,,,,,,577079353088.43,91288980296.79,
,,,,,,,,,,,,,,,,,,,,,,575525346285.46,91430487137.79,
,,,,,,,,,,,,,,,,,,,,,,573939333252.60,91572025332.84,
,,,,,,,,,,,,,,,,,,,,,,572321237103.73,91713594740.01,
,,,,,,,,,,,,,,,,,,,,,,570670982787.23,91855195218.25,
,,,,,,,,,,,,,,,,,,,,,,568988497069.74,91996826627.35,
,,,,,,,,,,,,,,,,,,,,,,567273708521.03,92138488827.91,
,,,,,,,,,,,,,,,,,,,,,,565526547500.05,92280181681.40,
,,,,,,,,,,,,,,,,,,,,,,563746946142.24,92421905050.09,
,,,,,,,,,,,,,,,,,,,,,,561934838347.96,92563658797.07,
,,,,,,,,,,,,,,,,,,,,,,560124836502.21,92705442786.25,
,,,,,,,,,,,,,,,,,,,,,,558316819990.84,92886470705.21,
,,,,,,,,,,,,,,,,,,,,,,556509380148.67,93028315981.11,
,,,,,,,,,,,,,,,,,,,,,,554703777061.82,93130974859.19,
,,,,,,,,,,,,,,,,,,,,,,552865298160.65,93194443821.24,
,,,,,,,,,,,,,,,,,,,,,,550993890670.52,93218719569.56,
,,,,,,,,,,,,,,,,,,,,,,549089503607.23,93225188387.38,
,,,,,,,,,,,,,,,,,,,,,,547152087776.96,93231658808.82,
,,,,,,,,,,,,,,,,,,,,,,545181595777.73,93238130833.83,
,,,,,,,,,,,,,,,,,,,,,,543177982002.51,93244604462.33,
,,,,,,,,,,,,,,,,,,,,,,541141202644.02,93251079694.29,
,,,,,,,,,,,,,,,,,,,,,,539071215701.21,93257556529.63,
,,,,,,,,,,,,,,,,,,,,,,536967980987.57,93264034968.31,
,,,,,,,,,,,,,,,,,,,,,,534831460141.27,93270515010.26,
,,,,,,,,,,,,,,,,,,,,,,532661616637.21,93276996655.42,
,,,,,,,,,,,,,,,,,,,,,,530458415801.08,93283479903.75,
,,,,,,,,,,,,,,,,,,,,,,528256268385.41,93289964755.18,
,,,,,,,,,,,,,,,,,,,,,,526055117040.52,93296451209.65,
,,,,,,,,,,,,,,,,,,,,,,523887641464.52,93263717867.40,
,,,,,,,,,,,,,,,,,,,,,,521753872043.11,93230985698.92,
,,,,,,,,,,,,,,,,,,,,,,519653842009.35,93198254704.94,
,,,,,,,,,,,,,,,,,,,,,,517519578582.48,93144190889.41,
,,,,,,,,,,,,,,,,,,,,,,515419127977.41,93090146294.10,
,,,,,,,,,,,,,,,,,,,,,,513352532099.73,93036120952.02,
,,,,,,,,,,,,,,,,,,,,,,511319835861.77,92982114896.21,
,,,,,,,,,,,,,,,,,,,,,,509321087213.71,92928128159.79,
,,,,,,,,,,,,,,,,,,,,,,507356337172.41,92874160775.95,
,,,,,,,,,,,,,,,,,,,,,,505425639847.70,92820212777.93,
,,,,,,,,,,,,,,,,,,,,,,503529052466.23,92766284199.04,
,,,,,,,,,,,,,,,,,,,,,,501666635392.54,92712375072.66,
,,,,,,,,,,,,,,,,,,,,,,499838452147.37,92658485432.24,
,,,,,,,,,,,,,,,,,,,,,,498044569423.05,92604615311.28,
,,,,,,,,,,,,,,,,,,,,,,496251656606.67,92550764743.36,
,,,,,,,,,,,,,,,,,,,,,,494493057229.08,92496933762.12,
,,,,,,,,,,,,,,,,,,,,,,492768839129.36,92443122401.25,
,,,,,,,,,,,,,,,,,,,,,,491079073308.89,92371220794.29,
,,,,,,,,,,,,,,,,,,,,,,489423833937.09,92281220537.24,
,,,,,,,,,,,,,,,,,,,,,,487803198353.91,92173152733.56,
,,,,,,,,,,,,,,,,,,,,,,486217247068.78,92047088248.33,
,,,,,,,,,,,,,,,,,,,,,,484632094687.53,91903138080.93,
,,,,,,,,,,,,,,,,,,,,,,483081743679.77,91777317710.15,
,,,,,,,,,,,,,,,,,,,,,,481566281304.15,91669516252.30,
,,,,,,,,,,,,,,,,,,,,,,480085797964.60,91579662147.82,
,,,,,,,,,,,,,,,,,,,,,,478640387194.16,91507723533.65,
,,,,,,,,,,,,,,,,,,,,,,477230145634.88,91435785760.18,
,,,,,,,,,,,,,,,,,,,,,,475855173013.70,91363848828.18,
,,,,,,,,,,,,,,,,,,,,,,474515572114.29,91291912738.38,
,,,,,,,,,,,,,,,,,,,,,,473211448744.73,91219977491.56,
,,,,,,,,,,,,,,,,,,,,,,471942911701.02,91148043088.46,
,,,,,,,,,,,,,,,,,,,,,,470710072726.35,91076109529.86,
,,,,,,,,,,,,,,,,,,,,,,469513046466.07,91004176816.51,
,,,,,,,,,,,,,,,,,,,,,,468316936898.29,90932244949.19,
,,,,,,,,,,,,,,,,,,,,,,467121547747.99,90860313928.67,
,,,,,,,,,,,,,,,,,,,,,,465926690652.78,90788383755.73,
,,,,,,,,,,,,,,,,,,,,,,464732185267.18,90716454431.14,
,,,,,,,,,,,,,,,,,,,,,,463537859367.62,90644525955.69,
,,,,,,,,,,,,,,,,,,,,,,462343548958.44,90572598330.16,
,,,,,,,,,,,,,,,,,,,,,,461149098378.70,90521951912.59,
,,,,,,,,,,,,,,,,,,,,,,459954360410.24,90471313190.54,
,,,,,,,,,,,,,,,,,,,,,,458759196386.87,90420682175.72,
,,,,,,,,,,,,,,,,,,,,,,457563476304.95,90370058879.88,
,,,,,,,,,,,,,,,,,,,,,,456367078935.45,90319443314.79,
,,,,,,,,,,,,,,,,,,,,,,455169891937.51,90268835492.24,
,,,,,,,,,,,,,,,,,,,,,,453971811973.80,90218235424.05,
,,,,,,,,,,,,,,,,,,,,,,452772744827.58,90167643122.08,
,,,,,,,,,,,,,,,,,,,,,,451572605521.77,90117058598.18,
,,,,,,,,,,,,,,,,,,,,,,450371318439.97,90045116197.86,
,,,,,,,,,,,,,,,,,,,,,,449168817449.67,89973174618.01,
,,,,,,,,,,,,,,,,,,,,,,447965046027.67,89901233859.36,
,,,,,,,,,,,,,,,,,,,,,,446759957387.79,89829293922.65,
,,,,,,,,,,,,,,,,,,,,,,445553514611.09,89757354808.62,
,,,,,,,,,,,,,,,,,,,,,,444312402407.03,89703298004.38,
,,,,,,,,,,,,,,,,,,,,,,443036610409.71,89649261119.96,
,,,,,,,,,,,,,,,,,,,,,,441727545504.17,89595244190.92,
,,,,,,,,,,,,,,,,,,,,,,440383795502.03,89559191516.46,
,,,,,,,,,,,,,,,,,,,,,,439073329246.45,89523205324.73,
,,,,,,,,,,,,,,,,,,,,,,437728162613.73,89487285696.17,
,,,,,,,,,,,,,,,,,,,,,,436348291805.60,89451432711.19,
,,,,,,,,,,,,,,,,,,,,,,434933715308.23,89415646450.17,
,,,,,,,,,,,,,,,,,,,,,,433484433927.33,89379926993.48,
,,,,,,,,,,,,,,,,,,,,,,432000450826.78,89344274421.46,
,,,,,,,,,,,,,,,,,,,,,,430481771570.85,89308688814.44,
,,,,,,,,,,,,,,,,,,,,,,428928404170.27,89273170252.71,
,,,,,,,,,,,,,,,,,,,,,,427340359132.10,89237718816.55,
,,,,,,,,,,,,,,,,,,,,,,425717649513.90,89202334586.20,
,,,,,,,,,,,,,,,,,,,,,,424060290982.14,89167017641.89,
,,,,,,,,,,,,,,,,,,,,,,422368301875.12,89131768063.81,
,,,,,,,,,,,,,,,,,,,,,,420641703270.74,89114935089.50,
,,,,,,,,,,,,,,,,,,,,,,418880519059.20,89098243501.33,
,,,,,,,,,,,,,,,,,,,,,,417084776021.05,89081693379.72,
,,,,,,,,,,,,,,,,,,,,,,415254503910.75,89065284804.47,
,,,,,,,,,,,,,,,,,,,,,,413425629081.01,89049017854.76,
,,,,,,,,,,,,,,,,,,,,,,411598097430.74,89032892609.14,
,,,,,,,,,,,,,,,,,,,,,,409771865172.00,89016909145.55,
,,,,,,,,,,,,,,,,,,,,,,407980276039.92,89001067541.31,
,,,,,,,,,,,,,,,,,,,,,,406223316815.86,88985367873.11,
,,,,,,,,,,,,,,,,,,,,,,404500976593.02,88969810217.00,
,,,,,,,,,,,,,,,,,,,,,,402812033282.38,88954394648.42,
,,,,,,,,,,,,,,,,,,,,,,401156500043.97,88939121242.17,
,,,,,,,,,,,,,,,,,,,,,,399534393456.51,88923990072.42,
,,,,,,,,,,,,,,,,,,,,,,397945733574.60,88909001212.72,
,,,,,,,,,,,,,,,,,,,,,,396390543982.99,88894154735.95,
,,,,,,,,,,,,,,,,,,,,,,394868851847.55,88879450714.38,
,,,,,,,,,,,,,,,,,,,,,,393380687962.97,88904156231.86,
,,,,,,,,,,,,,,,,,,,,,,391926086796.86,88929005984.53,
,,,,,,,,,,,,,,,,,,,,,,390505086530.13,88953999853.17,
,,,,,,,,,,,,,,,,,,,,,,389117729093.46,88979137718.02,
,,,,,,,,,,,,,,,,,,,,,,387696060395.97,88985198276.83,
,,,,,,,,,,,,,,,,,,,,,,386308126931.11,88972090523.34,
,,,,,,,,,,,,,,,,,,,,,,384953981904.47,88939763066.58,
,,,,,,,,,,,,,,,,,,,,,,383634592254.65,88888204049.22,
,,,,,,,,,,,,,,,,,,,,,,382349913544.76,88817441193.83,
,,,,,,,,,,,,,,,,,,,,,,381099903386.46,88727541977.92,
,,,,,,,,,,,,,,,,,,,,,,379884521513.35,88618613938.48,
,,,,,,,,,,,,,,,,,,,,,,378703729852.80,88490805107.06,
,,,,,,,,,,,,,,,,,,,,,,377557492596.19,88383570081.85,
,,,,,,,,,,,,,,,,,,,,,,376445776267.33,88237504033.65,
,,,,,,,,,,,,,,,,,,,,,,375368549788.85,88052614446.51,
,,,,,,,,,,,,,,,,,,,,,,374325784546.49,87868169616.28,
,,,,,,,,,,,,,,,,,,,,,,373317454451.07,87684172344.01,
,,,,,,,,,,,,,,,,,,,,,,372343535998.03,87500625447.48,
,,,,,,,,,,,,,,,,,,,,,,371404008324.23,87317531761.22,
,,,,,,,,,,,,,,,,,,,,,,370498853262.11,87134894136.59,
,,,,,,,,,,,,,,,,,,,,,,369628055390.85,86952715441.74,
,,,,,,,,,,,,,,,,,,,,,,368756635847.09,86731756637.79,
,,,,,,,,,,,,,,,,,,,,,,367884633890.18,86472031855.85,
,,,,,,,,,,,,,,,,,,,,,,367012101756.65,86173556760.35,
,,,,,,,,,,,,,,,,,,,,,,366139104815.57,85836348642.88,
,,,,,,,,,,,,,,,,,,,,,,365265721726.26,85460426529.09,
,,,,,,,,,,,,,,,,,,,,,,364392044598.38,85045811299.70,
,,,,,,,,,,,,,,,,,,,,,,363518179154.38,84592525827.24,
,,,,,,,,,,,,,,,,,,,,,,362644244894.14,84100595130.38,
,,,,,,,,,,,,,,,,,,,,,,361770375261.77,83570046547.92,
,,,,,,,,,,,,,,,,,,,,,,360896717814.45,83000909934.78,
,,,,,,,,,,,,,,,,,,,,,,360023434393.09,82393217882.91,
,,,,,,,,,,,,,,,,,,,,,,359150701294.73,81747005970.40,
,,,,,,,,,,,,,,,,,,,,,,358278709446.39,81084321464.66,
,,,,,,,,,,,,,,,,,,,,,,357407664580.24,80383410074.62,
,,,,,,,,,,,,,,,,,,,,,,356537787409.70,79644326848.95,
,,,,,,,,,,,,,,,,,,,,,,355703282374.66,78928639025.95,
,,,,,,,,,,,,,,,,,,,,,,354904276004.38,78236773062.78,
,,,,,,,,,,,,,,,,,,,,,,354140898384.69,77507427388.29,
,,,,,,,,,,,,,,,,,,,,,,353413283067.35,76740698238.25,
,,,,,,,,,,,,,,,,,,,,,,352721566972.36,75936691361.02,
,,,,,,,,,,,,,,,,,,,,,,352065890283.42,75095523028.87,
,,,,,,,,,,,,,,,,,,,,,,351446396336.62,74217321191.05,
,,,,,,,,,,,,,,,,,,,,,,350863231502.33,73356764293.60,
,,,,,,,,,,,,,,,,,,,,,,350316545060.58,72513384613.74,
,,,,,,,,,,,,,,,,,,,,,,349806489069.96,71686744389.93,
,,,,,,,,,,,,,,,,,,,,,,349333218230.23,70876438652.72,
,,,,,,,,,,,,,,,,,,,,,,348896889738.90,70082098115.26,
,,,,,,,,,,,,,,,,,,,,,,348497663141.89,69303392120.77,
,,,,,,,,,,,,,,,,,,,,,,348135700178.58,68510492091.72,
,,,,,,,,,,,,,,,,,,,,,,347811164621.54,67703799714.07,
,,,,,,,,,,,,,,,,,,,,,,347524222111.08,66883796531.81,
,,,,,,,,,,,,,,,,,,,,,,347238566535.25,66051049808.66,
,,,,,,,,,,,,,,,,,,,,,,346955641220.07,65206219047.53,
,,,,,,,,,,,,,,,,,,,,,,346675452853.24,64350063226.40,
,,,,,,,,,,,,,,,,,,,,,,346398008079.36,63510467230.62,
,,,,,,,,,,,,,,,,,,,,,,346123313499.27,62660251428.80,
,,,,,,,,,,,,,,,,,,,,,,345851375669.31,61800338258.34,
,,,,,,,,,,,,,,,,,,,,,,345582201100.67,60931773228.98,
,,,,,,,,,,,,,,,,,,,,,,345315796258.63,60055735320.45,
,,,,,,,,,,,,,,,,,,,,,,345052167561.93,59173548371.13,
,,,,,,,,,,,,,,,,,,,,,,344793979152.93,58286693494.53,
,,,,,,,,,,,,,,,,,,,,,,344541585330.73,57369671353.56,
,,,,,,,,,,,,,,,,,,,,,,344295354591.34,56423210429.55,
,,,,,,,,,,,,,,,,,,,,,,344088062213.40,55448124718.84,
,,,,,,,,,,,,,,,,,,,,,,343916720822.47,54445325499.90,
,,,,,,,,,,,,,,,,,,,,,,343781122980.00,53415835010.09,
,,,,,,,,,,,,,,,,,,,,,,343681063187.02,52360802370.96,
,,,,,,,,,,,,,,,,,,,,,,343616338101.09,51281522162.62,
,,,,,,,,,,,,,,,,,,,,,,343590380159.10,50179456119.36,
,,,,,,,,,,,,,,,,,,,,,,343535630016.92,49056258499.86,
,,,,,,,,,,,,,,,,,,,,,,343516112446.90,47913805776.88,
,,,,,,,,,,,,,,,,,,,,,,343535614227.11,46754231389.27,
,,,,,,,,,,,,,,,,,,,,,,343594284447.52,45579966399.42,
,,,,,,,,,,,,,,,,,,,,,,343692272200.76,44393786992.40,
,,,,,,,,,,,,,,,,,,,,,,343829726411.95,43198869821.28,
,,,,,,,,,,,,,,,,,,,,,,344006795668.41,41998856218.64,
,,,,,,,,,,,,,,,,,,,,,,344223628049.66,40797926212.57,
,,,,,,,,,,,,,,,,,,,,,,344480370958.15,39600883035.75,
,,,,,,,,,,,,,,,,,,,,,,344777170951.04,38413248296.75,
,,,,,,,,,,,,,,,,,,,,,,345114173573.61,37241367044.93,
,,,,,,,,,,,,,,,,,,,,,,345491523194.54,36092520407.59,
,,,,,,,,,,,,,,,,,,,,,,345909362843.54,34975041063.45,
,,,,,,,,,,,,,,,,,,,,,,346300465773.53,33898423276.90,
,,,,,,,,,,,,,,,,,,,,,,346665074724.15,32873414348.82,
,,,,,,,,,,,,,,,,,,,,,,347070736305.27,31912068164.66,
,,,,,,,,,,,,,,,,,,,,,,347517593865.97,31027734564.94,
,,,,,,,,,,,,,,,,,,,,,,348005788718.07,30234951946.92,
,,,,,,,,,,,,,,,,,,,,,,348535459981.88,29549207521.50,
,,,,,,,,,,,,,,,,,,,,,,349106744436.54,29025682163.66,
,,,,,,,,,,,,,,,,,,,,,,349719776375.26,28640535811.25,
,,,,,,,,,,,,,,,,,,,,,,350374687465.84,28408247914.09,
,,,,,,,,,,,,,,,,,,,,,,351071606616.81,28341611420.99,
,,,,,,,,,,,,,,,,,,,,,,351743693523.49,28450951644.79,
,,,,,,,,,,,,,,,,,,,,,,352391213782.57,28710488225.72,
,,,,,,,,,,,,,,,,,,,,,,353014438984.29,29153751704.67,
,,,,,,,,,,,,,,,,,,,,,,353613646845.20,29745740366.82,
,,,,,,,,,,,,,,,,,,,,,,354189121343.64,30480847462.85,
,,,,,,,,,,,,,,,,,,,,,,354741152857.95,31352127559.42,
,,,,,,,,,,,,,,,,,,,,,,355270038307.44,32351746994.71,
,,,,,,,,,,,,,,,,,,,,,,355805371056.72,33471407981.03,
,,,,,,,,,,,,,,,,,,,,,,356347122049.23,34702711851.44,
